position,feature,gain,normalized_gain,group
QB,team_position_total_carries_roll5_mean,6286.890045166016,0.00311850047763463,Opportunity share
QB,team_position_share_carries_roll5_mean,4616.107971191406,0.0022897386163198423,Opportunity share
QB,team_position_total_rushing_yards_lag1,2558.3209533691406,0.0012690098057558236,Opportunity share
QB,team_position_share_rushing_yards_lag1,0.0,0.0,Opportunity share
QB,team_position_total_rushing_yards_roll3_mean,3271.2350158691406,0.0016226382020609457,Opportunity share
QB,team_position_share_rushing_yards_roll3_mean,0.0,0.0,Opportunity share
QB,team_position_total_rushing_yards_roll5_mean,4954.538024902344,0.0024576108514887973,Opportunity share
QB,team_position_share_rushing_yards_roll5_mean,0.0,0.0,Opportunity share
QB,attempts_roll3_vs_prev_per_game,2884.998992919922,0.0014310526624072087,Prior season
QB,completions_roll3_vs_prev_per_game,3006.1260375976562,0.0014911355879822195,Prior season
QB,passing_yards_roll3_vs_prev_per_game,1428.04296875,0.0007083554266316187,Prior season
QB,passing_tds_roll3_vs_prev_per_game,3910.448944091797,0.0019397089518517388,Prior season
QB,passing_interceptions_roll3_vs_prev_per_game,3991.00390625,0.0019796668143499626,Prior season
QB,sacks_suffered_roll3_vs_prev_per_game,8467.436981201172,0.004200122171775584,Prior season
QB,passing_air_yards_roll3_vs_prev_per_game,935.4510192871094,0.0004640139129987947,Prior season
QB,carries_roll3_vs_prev_per_game,2100.4559936523438,0.001041894000435375,Prior season
QB,rushing_yards_roll3_vs_prev_per_game,2012.4110107421875,0.0009982208457776486,Prior season
QB,rushing_tds_roll3_vs_prev_per_game,2303.157012939453,0.0011424402515901756,Prior season
QB,rushing_fumbles_lost_roll3_vs_prev_per_game,0.0,0.0,Prior season
QB,sack_fumbles_lost_roll3_vs_prev_per_game,0.0,0.0,Prior season
RB,carries_prev,901.8869934082031,0.00022799664868917313,Prior season
RB,rushing_yards_prev,3602.4129638671875,0.000910688466469994,Prior season
RB,rushing_tds_prev,4455.001983642578,0.0011262226083732852,Prior season
RB,rushing_fumbles_prev,4120.514007568359,0.0010416641901577679,Prior season
RB,rushing_fumbles_lost_prev,718.0330200195312,0.0001815184423427234,Prior season
RB,targets_prev,20925.17596435547,0.0052898755919245635,Prior season
RB,receptions_prev,12520.79702758789,0.0031652521680344643,Prior season
RB,receiving_yards_prev,36887.1637878418,0.009325059330875655,Prior season
RB,receiving_tds_prev,754.427001953125,0.00019071882551041598,Prior season
RB,receiving_fumbles_prev,0.0,0.0,Prior season
RB,receiving_fumbles_lost_prev,0.0,0.0,Prior season
RB,games_prev,848.9710083007812,0.00021461951013993386,Prior season
RB,carries_lag1,5242.754974365234,0.00132536622968322,Recent form
RB,carries_roll3_mean,5133.2039794921875,0.0012976717847314957,Recent form
RB,carries_roll5_mean,11546.052978515625,0.0029188372866330156,Recent form
RB,rushing_yards_lag1,6891.053894042969,0.0017420554961558924,Recent form
RB,rushing_yards_roll3_mean,6144.040954589844,0.0015532109424949729,Recent form
RB,rushing_yards_roll5_mean,15647.417785644531,0.003955660567056878,Recent form
RB,rushing_tds_lag1,0.0,0.0,Recent form
RB,rushing_tds_roll3_mean,1168.0969848632812,0.000295294421406758,Recent form
RB,rushing_tds_roll5_mean,1879.1290283203125,0.0004750430198494497,Recent form
RB,rushing_fumbles_lag1,0.0,0.0,Recent form
RB,rushing_fumbles_roll3_mean,380.2560119628906,9.612855823967872e-05,Recent form
RB,rushing_fumbles_roll5_mean,342.572998046875,8.660230833458624e-05,Recent form
RB,rushing_fumbles_lost_lag1,551.4429931640625,0.0001394045543437918,Recent form
RB,rushing_fumbles_lost_roll3_mean,0.0,0.0,Recent form
RB,rushing_fumbles_lost_roll5_mean,0.0,0.0,Recent form
RB,targets_lag1,543.10400390625,0.00013729646140295512,Recent form
RB,targets_roll3_mean,8345.430969238281,0.0021097214027478175,Recent form
RB,targets_roll5_mean,15128.680908203125,0.0038245241048697615,Recent form
RB,receptions_lag1,1366.385986328125,0.0003454217967168982,Recent form
RB,receptions_roll3_mean,3428.6139221191406,0.00086675214256959,Recent form
RB,receptions_roll5_mean,5674.107025146484,0.001434411844823624,Recent form
RB,receiving_yards_lag1,39737.47521972656,0.01004561684965565,Recent form
RB,receiving_yards_roll3_mean,14460.4189453125,0.0036555877646197023,Recent form
RB,receiving_yards_roll5_mean,6587.050994873047,0.001665203692427569,Recent form
RB,receiving_tds_lag1,3476.042999267578,0.0008787421931183838,Recent form
RB,receiving_tds_roll3_mean,621.18798828125,0.00015703605947224448,Recent form
RB,receiving_tds_roll5_mean,327.3240051269531,8.274736940427891e-05,Recent form
RB,receiving_fumbles_lag1,0.0,0.0,Recent form
RB,receiving_fumbles_roll3_mean,0.0,0.0,Recent form
RB,receiving_fumbles_roll5_mean,508.07501220703125,0.0001284411471864788,Recent form
RB,receiving_fumbles_lost_lag1,0.0,0.0,Recent form
RB,receiving_fumbles_lost_roll3_mean,0.0,0.0,Recent form
RB,receiving_fumbles_lost_roll5_mean,0.0,0.0,Recent form
RB,rb_rush_yards_allowed_roll3_mean,4215.8360595703125,0.0010657615643980723,Defensive matchup
RB,rb_rush_yards_allowed_roll5_mean,24451.747039794922,0.006181391261227989,Defensive matchup
RB,rb_rush_tds_allowed_roll3_mean,3137.6499633789062,0.0007931965774411741,Defensive matchup
RB,rb_rush_tds_allowed_roll5_mean,1507.7999877929688,0.00038117119619528406,Defensive matchup
RB,rb_targets_allowed_roll3_mean,642.2570190429688,0.00016236230149581338,Defensive matchup
RB,rb_targets_allowed_roll5_mean,8451.915008544922,0.002136640522635615,Defensive matchup
RB,rb_receptions_allowed_roll3_mean,3226.4120483398438,0.0008156355948010771,Defensive matchup
RB,rb_receptions_allowed_roll5_mean,1416.0090026855469,0.00035796647416543904,Defensive matchup
RB,rb_rec_yards_allowed_roll3_mean,8818.13198852539,0.0022292200195558297,Defensive matchup
RB,rb_rec_yards_allowed_roll5_mean,8683.230041503906,0.0021951168646735177,Defensive matchup
RB,rb_rec_tds_allowed_roll3_mean,3980.138946533203,0.0010061774343785236,Defensive matchup
